년도	학기	조직	개설학과(전공)	강좌코드	과목코드	과목명	이수학년	이수구분	분반	학점	수강인원	시간표	강의실	강사명	직급	시수	소속학과	수업구분	수강가능인원	권장학부
2018	2학기	대학	기계공학전공	80810012601	00126	기계재료	2	전필	01	3		수1,2,3	N117-0	장성국	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810012701	00127	기계진동학	3	전선	01	3		목3,금1,2	N132-1	홍성철	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810015001	00150	내연기관	3	전선	01	3		월2,3,화8	N217-0	유성출	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810015002	00150	내연기관	3	전선	02	3		목6,금5,6	N217-0	유성출	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810016501	00165	대학수학(1)	1	기선	01	3		화1,2,3	C301-0	심선희	시간강사	3	교양과정부	이론	0	
2018	2학기	대학	기계공학전공	80810016601	00166	대학수학(2)	1	기선	01	3		월5,6,목6	C605-0	최두일	부교수	3	교양과정부	이론	0	
2018	2학기	대학	기계공학전공	80810016602	00166	대학수학(2)	1	기선	02	3		화1,2,수4	C605-0	최두일	부교수	3	교양과정부	이론	0	
2018	2학기	대학	기계공학전공	80810016603	00166	대학수학(2)	1	기선	03	3		화3,4,목7	C605-0	최두일	부교수	3	교양과정부	이론	0	
2018	2학기	대학	기계공학전공	80810016604	00166	대학수학(2)	1	기선	04	3		월7,8,수3	C605-0	최두일	부교수	3	교양과정부	이론	0	
2018	2학기	대학	기계공학전공	80810016605	00166	대학수학(2)	1	기선	05	3		금1,2,3	C301-0	심선희	시간강사	3	교양과정부	이론	0	
2018	2학기	대학	기계공학전공	80810019701	00197	마이크로프로세서	3	전선	01	2		월6,7,8	N229-0	홍성철	교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810027301	00273	생산공학	4	전선	01	3	18	화3,수1,2	N125-0	이항수	교수	3	기계자동차공학부	이론	35	
2018	2학기	대학	기계공학전공	80810031501	00315	수치해석	3	기선	01	3		목5,6,7	N224-0	허덕재	겸임교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810040601	00406	일반물리학(2)	1	기필	01	3		월7,8,화3	N117-0	강신한	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810040602	00406	일반물리학(2)	1	기필	02	3		화3,수2,3	N217-0	심이레	조교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810040603	00406	일반물리학(2)	1	기필	03	3		화2,수7,8	N217-0	심이레	조교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810040604	00406	일반물리학(2)	1	기필	04	3		월5,6,화5	N117-0	강신한	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810040801	00408	일반물리학실험(2)	1	기필	01	2		목7,8	L204-0	심이레	조교수	2	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810040802	00408	일반물리학실험(2)	1	기필	02	2		금1,2	L204-0	강재필	시간강사	2	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810040803	00408	일반물리학실험(2)	1	기필	03	2		금3,4	L204-0	강재필	시간강사	2	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810040804	00408	일반물리학실험(2)	1	기필	04	2		수1,2	L204-0	엄정식	겸임교수	2	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810040805	00408	일반물리학실험(2)	1	기필	05	2		금5,6	L204-0	강재필	시간강사	2	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810048101	00481	제어공학	3	전선	01	3		수1,2,3	N224-0	조장현	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810064101	00641	공업수학(2)	2	기필	01	3		월6,수7,8	N118-0	박준상	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810064201	00642	메카니즘설계	2	전필	01	3		월5,화5,6	N127-0	조장현	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810135401	01354	공학기초실습	2	전필	01	2		화1,2,3	N132-1	엄정식	겸임교수	3	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810135402	01354	공학기초실습	2	전필	02	2		화7,8,9	N132-1	임태수	겸임교수	3	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810135403	01354	공학기초실습	2	전필	03	2		수4,5,6	N117-0	임태수	겸임교수	3	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810135404	01354	공학기초실습	2	전필	04	2		수7,8,9	N117-0	임태수	겸임교수	3	기계자동차공학부	실험실습	0	
2018	2학기	대학	기계공학전공	80810138001	01380	금형설계	4	전선	01	3	26	월4,5,6	N218-0	이주성	겸임교수	3	기계자동차공학부	이론	30	
2018	2학기	대학	기계공학전공	80810138401	01384	기계시스템설계	3	전필	01	3		수2,3,금3	N118-0	김경표	조교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810149401	01494	열역학 응용	2	전선	01	3		월3,금1,2	N117-0	손진국	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810149501	01495	열전달 응용	3	전선	01	3		화1,2,수5	N216-0	금성민	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810154001	01540	재료역학 응용	2	전선	01	3		월2,금5,6	N118-0	김경표	조교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810166101	01661	유체역학	2	전필	01	3		목1,2,금3	N217-0	유성출	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	기계공학전공	80810225801	02258	캡스톤디자인(2)	4	전선	01	3	15	월9,10,11,12	L202-1	금성민	교수	4	기계자동차공학부	복합	15	
2018	2학기	대학	기계공학전공	80810262301	02623	신재생에너지	4	전선	01	3	23	화2,목2,3	N218-0	손진국	교수	3	기계자동차공학부	이론	40	
2018	2학기	대학	기계공학전공	80810267201	02672	취업실무(2)	4	전필	01	1	58	목6	N218-0	장성국	교수	1	기계자동차공학부	이론	100	
2018	2학기	대학	기계공학전공	80810297701	02977	프로젝트설계	3	전필	01	2		화5,6,7	N125-0	손진국	교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810322801	03228	STEAM융합설계(2)	1	전필	01	2		월1,2,3	N125-0	금성민	교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810322802	03228	STEAM융합설계(2)	1	전필	02	2		목1,2,3	L204-0	심이레	조교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810322803	03228	STEAM융합설계(2)	1	전필	03	2		목1,2,3	N125-0	금성민	교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810322804	03228	STEAM융합설계(2)	1	전필	04	2		월1,2,3	N127-0	장성국	교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810322805	03228	STEAM융합설계(2)	1	전필	05	2		월1,2,3	L204-0	심이레	조교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	기계공학전공	80810331701	03317	IPP(1)		전선	01	12	1			장성국	교수	0	기계자동차공학부	실험실습	15	
2018	2학기	대학	기계공학전공	80810331801	03318	IPP(2)		전선	01	15	1			장성국	교수	0	기계자동차공학부	실험실습	2	
2018	2학기	대학	기계공학전공	80810331901	03319	IPP(3)		전선	01	18	7			장성국	교수	0	기계자동차공학부	실험실습	10	
2018	2학기	대학	기계공학전공	80810332001	03320	IPP-E		전선	01	2	1			장성국	교수	0	기계자동차공학부	실험실습	2	
2018	2학기	대학	자동차공학전공	80820012701	00127	기계진동학	3	전선	01	3		월5,목6,7	N132-1	홍성철	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	자동차공학전공	80820019701	00197	마이크로프로세서	3	전선	01	2		화1,2,3	N229-0	홍성철	교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	자동차공학전공	80820027301	00273	생산공학	4	전선	01	3	17	화1,2,수3	N125-0	이항수	교수	3	기계자동차공학부	이론	35	
2018	2학기	대학	자동차공학전공	80820031501	00315	수치해석	3	기선	01	3		목1,2,3	N224-0	허덕재	겸임교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	자동차공학전공	80820037601	00376	유체기계	4	전선	01	3	5	화6,7,목5	N216-0	정원락	교수	3	기계자동차공학부	이론	30	
2018	2학기	대학	자동차공학전공	80820041501	00415	자동차공학	2	전선	01	3		수7,8,목6	N216-0	정원락	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	자동차공학전공	80820041901	00419	자동차전기전자	3	전선	01	3		수1,2,3,4	C207-0	강신한	교수	4	기계자동차공학부	복합	0	
2018	2학기	대학	자동차공학전공	80820043701	00437	전기전자공학	2	전선	01	3		월4,화1,2	N117-0	강신한	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	자동차공학전공	80820064101	00641	공업수학(2)	2	기필	01	3		월5,화5,6	N118-0	박준상	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	자동차공학전공	80820064201	00642	메카니즘설계	2	전필	01	3		월6,수4,5	N127-0	조장현	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	자동차공학전공	80820064801	00648	3-D CAD/CAM	3	전선	01	2		금1,2,3	N224-0	조동희	겸임교수	3	기계자동차공학부	실험실습	0	
2018	2학기	대학	자동차공학전공	80820153401	01534	자작차제작 및 경주	3	전선	01	3		화5,6,7,8	N218-0	엄정식	겸임교수	4	기계자동차공학부	복합	0	
2018	2학기	대학	자동차공학전공	80820154001	01540	재료역학 응용	2	전선	01	3		수6,목1,2	N118-0	김경표	조교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	자동차공학전공	80820166101	01661	유체역학	2	전필	01	3		월7,8,화3	N216-0	정원락	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	자동차공학전공	80820187101	01871	공조시스템	4	전선	01	3	19	화5,수1,2	N216-0	금성민	교수	3	기계자동차공학부	이론	40	
2018	2학기	대학	자동차공학전공	80820187201	01872	차체설계 및 실습	4	전선	01	3	16	금4,5,6,7	N224-0	권재욱	겸임교수	4	기계자동차공학부	복합	35	
2018	2학기	대학	자동차공학전공	80820225801	02258	캡스톤디자인(2)	4	전선	01	3	3	월9,10,11,12	L202-2	정원락	교수	4	기계자동차공학부	복합	15	
2018	2학기	대학	자동차공학전공	80820284501	02845	도학 및 CAD	2	전필	01	2		금5,6,7	C207-0	조동희	겸임교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	자동차공학전공	80820297701	02977	프로젝트설계	3	전필	01	2		월6,7,8	N125-0	손진국	교수	3	기계자동차공학부	복합	0	
2018	2학기	대학	자동차공학전공	80820315801	03158	스마트자동차	3	전선	01	3		수6,7,목8	N125-0	장성국	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	의료기계공학전공	80840012601	00126	기계재료	2	전필	01	3		화6,7,8	N117-0	장성국	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	의료기계공학전공	80840064101	00641	공업수학(2)	2	기선	01	3		월7,8,화2	N118-0	박준상	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	의료기계공학전공	80840064201	00642	메카니즘설계	2	전필	01	3		화3,목1,2	N127-0	조장현	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	의료기계공학전공	80840138001	01380	금형설계	4	전선	01	3	19	월1,2,3	N218-0	이주성	겸임교수	3	기계자동차공학부	이론	30	
2018	2학기	대학	의료기계공학전공	80840138401	01384	기계시스템설계	3	전필	01	3		월5,6,수5	N118-0,N216-0	김경표	조교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	의료기계공학전공	80840149401	01494	열역학 응용	2	전선	01	3		목6,7,금3	N117-0	손진국	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	의료기계공학전공	80840166101	01661	유체역학	2	전필	01	3		월5,6,화5	N217-0	유성출	교수	3	기계자동차공학부	이론	0	
2018	2학기	대학	의료기계공학전공	80840225801	02258	캡스톤디자인(2)	4	전선	01	3	6	월9,10,11,12	L203-3	홍성철	교수	4	기계자동차공학부	복합	15	
2018	2학기	대학	토목공학과	81010001101	00011	건설공사관리	4	전선	01	2	3	목7,8,9	S118-0	전용배	시간강사	3	토목공학과	이론	20	
2018	2학기	대학	토목공학과	81010001301	00013	건설CAD	1	기선	01	3		목1,2,3,4	R205-0	전병근	겸임교수	4	토목공학과	복합	20	
2018	2학기	대학	토목공학과	81010001302	00013	건설CAD	1	기선	02	3		금1,2,3,4	R205-0	전병근	겸임교수	4	토목공학과	복합	20	
2018	2학기	대학	토목공학과	81010009301	00093	구조동역학	4	전선	01	3	15	수2,3,목1	R205-0,S117-0	정태주	교수	3	토목공학과	이론	20	
2018	2학기	대학	토목공학과	81010009401	00094	구조실험	2	전선	01	2		수1,2,3	S118-0	원치문	교수	3	토목공학과	복합	50	
2018	2학기	대학	토목공학과	81010016601	00166	대학수학(2)	1	기필	01	3		화7,수7,8	C605-0	최두일	부교수	3	교양과정부	이론	40	
2018	2학기	대학	토목공학과	81010042501	00425	재료역학(2)	3	전필	01	3	1	월2,3,수6	S118-0	정태주	교수	3	토목공학과	이론	30	
2018	2학기	대학	토목공학과	81010051401	00514	철근콘크리트공학(2)	3	전필	01	3	1	수7,목6,7	S117-0	원치문	교수	3	토목공학과	이론	30	
2018	2학기	대학	토목공학과	81010055101	00551	토목구조역학(1)	2	전필	01	3	3	월5,6,화2	S118-0,S117-0	정태주	교수	3	토목공학과	이론	50	
2018	2학기	대학	토목공학과	81010055401	00554	토목지질학	2	전선	01	2		화6,7	S118-0	유건선	교수	2	토목공학과	이론	50	
2018	2학기	대학	토목공학과	81010055801	00558	토질역학(2)	3	전선	01	3		화5,목1,2	S118-0	유건선	교수	3	토목공학과	이론	30	
2018	2학기	대학	토목공학과	81010060701	00607	환경공학(2)	3	전선	01	2		화1,2,3	S118-0	전병근	겸임교수	3	토목공학과	이론	30	
2018	2학기	대학	토목공학과	81010064101	00641	공업수학(2)	2	기필	01	3		목2,3,4	C605-0	최두일	부교수	3	교양과정부	이론	50	
2018	2학기	대학	토목공학과	81010166101	01661	유체역학	2	전필	01	3		월2,3,화1	S117-0	이성대	교수	3	토목공학과	이론	50	
2018	2학기	대학	토목공학과	81010204601	02046	공업역학	1	전선	01	2		수5,6	S117-0	원치문	교수	2	토목공학과	이론	40	
2018	2학기	대학	토목공학과	81010225801	02258	캡스톤디자인(2)	4	전선	01	3	14	화5,6,7,8	R205-0	원치문	교수	4	토목공학과	복합	20	
2018	2학기	대학	토목공학과	81010267201	02672	취업실무(2)	4	전필	01	1	13	목6	S118-0	김현호	조교수	1	토목공학과	이론	30	
2018	2학기	대학	토목공학과	81010281801	02818	강구조해석 및 설계	3	전선	01	3		화6,7,목3	S118-0,S117-0	정태주	교수	3	토목공학과	이론	30	
2018	2학기	대학	토목공학과	81010287101	02871	수리학 및 설계	3	전필	01	3		월1,수2,3	S117-0	이성대	교수	3	토목공학과	이론	30	
2018	2학기	대학	토목공학과	81010289901	02899	지반조사	3	전선	01	2		월5,6,7	L101-0	유건선	교수	3	토목공학과	실험실습	30	
2018	2학기	대학	토목공학과	81010290301	02903	지형정보공학 및 실습(2)	2	전필	01	3	1	금1,2,3,4	S118-0	장흥균	겸임교수	4	토목공학과	복합	25	
2018	2학기	대학	토목공학과	81010290302	02903	지형정보공학 및 실습(2)	2	전필	02	3		금6,7,8,9	S118-0	장흥균	겸임교수	4	토목공학과	복합	25	
2018	2학기	대학	토목공학과	81010291901	02919	확률과 통계	1	기선	01	3		월5,6,7	S117-0	김동호B	겸임교수	3	토목공학과	이론	20	
2018	2학기	대학	토목공학과	81010312801	03128	수공구조물 설계	4	전선	01	3	15	수5,목2,3	S118-0,S117-0	이성대	교수	3	토목공학과	이론	20	
2018	2학기	대학	토목공학과	81010322801	03228	STEAM융합설계(2)	1	전필	01	2		월1,2,3	C204-0	장준영	겸임교수	3	전기전자공학과	복합	40	
2018	2학기	대학	토목공학과	81010331801	03318	IPP(2)		전선	01	15	4			원치문	교수	0	토목공학과	실험실습	5	
2018	2학기	대학	산업경영공학과	81110004301	00043	경영전략	3	전필	01	3		월7,8	C402-0	이덕수	부교수	3	산업경영공학과	이론	15	
2018	2학기	대학	산업경영공학과	81110033301	00333	실험계획법	3	전필	01	3		화2,3,금6,7	C402-0	이덕수	부교수	4	산업경영공학과	복합	15	
2018	2학기	대학	산업경영공학과	81110062601	00626	OR	2	전필	01	3		월7,8,화3	C401-0	신성환	부교수	3	산업경영공학과	이론	20	
2018	2학기	대학	산업경영공학과	81110116001	01160	데이터베이스관리	3	전선	01	3		금1,2,3,4	C205-0	이병숙	겸임교수	4	산업경영공학과	복합	15	
2018	2학기	대학	산업경영공학과	81110127901	01279	품질관리	2	전필	01	3		월1,화6,7	C401-0	이덕수	부교수	3	산업경영공학과	이론	20	
2018	2학기	대학	산업경영공학과	81110128001	01280	생산시스템설계	2	전필	01	3		월9,화1,2	C401-0	신성환	부교수	3	산업경영공학과	이론	10	
2018	2학기	대학	산업경영공학과	81110128701	01287	비즈니스모델론	4	전선	01	3	11	화5,6,목3	C401-0,C402-0	신성환	부교수	3	산업경영공학과	이론	20	
2018	2학기	대학	산업경영공학과	81110225801	02258	캡스톤디자인(2)	4	전선	01	3	7	화7,8,9,10	C402-0	신성환	부교수	4	산업경영공학과	실험실습	20	
2018	2학기	대학	산업경영공학과	81110267201	02672	취업실무(2)	4	전필	01	1	10	목6	C401-0	김충근	조교수	1	메카트로닉스공학과	이론	20	
2018	2학기	대학	산업경영공학과	81110297701	02977	프로젝트설계	3	전필	01	3	2	월4,5,6	C402-0	신성환	부교수	3	산업경영공학과	실험실습	15	
2018	2학기	대학	산업경영공학과	81110298001	02980	확률과 통계(2)	2	기필	01	3		월2,3,화5	C401-0	이덕수	부교수	3	산업경영공학과	이론	20	
2018	2학기	대학	산업경영공학과	81110313001	03130	신뢰성공학	2	전필	01	3		월5,6,화8	C401-0	이덕수	부교수	3	산업경영공학과	이론	20	
2018	2학기	대학	신소재화학공학과	81210016601	00166	대학수학(2)	1	기선	01	3		화5,6,7	C301-0	심선희	시간강사	3	교양과정부	이론	60	
2018	2학기	대학	신소재화학공학과	81210079601	00796	유기화학(2)	2	전선	01	3		월6,7,목6	S115-0	한정화	교수	3	신소재화학공학과	이론	40	
2018	2학기	대학	신소재화학공학과	81210082201	00822	디스플레이재료	4	전선	01	3	19	화6,7,8	C206-2	심재호	부교수	3	신소재화학공학과	이론	30	
2018	2학기	대학	신소재화학공학과	81210129401	01294	고분자합성	3	전필	01	3		월8,수2,3	S115-0			3		이론	40	
2018	2학기	대학	신소재화학공학과	81210129901	01299	뉴세라믹재료	3	전선	01	3	5	금1,2,3	S115-0	박영조	시간강사	3	신소재화학공학과	이론	40	
2018	2학기	대학	신소재화학공학과	81210152301	01523	일반화학(2)	1	기필	01	3	2	월5,목2,3	S115-0	한정화	교수	3	신소재화학공학과	이론	60	
2018	2학기	대학	신소재화학공학과	81210153601	01536	재료과학(2)	2	전필	01	3	1	화2,3,4	S115-0	한정화	교수	3	신소재화학공학과	이론	40	
2018	2학기	대학	신소재화학공학과	81210187901	01879	단위조작(2)	2	전선	01	3	2	월8,9,10	S116-0	강석호	겸임교수	3	신소재화학공학과	이론	40	
2018	2학기	대학	신소재화학공학과	81210188101	01881	신소재화학공학개론(2)	2	전필	01	3		화6,7,목7	S116-0,S115-0			3		이론	40	
2018	2학기	대학	신소재화학공학과	81210188301	01883	화학공학양론(2)	3	전선	01	3	2	월5,6,7	S116-0	강석호	겸임교수	3	신소재화학공학과	이론	40	
2018	2학기	대학	신소재화학공학과	81210188401	01884	화공열역학	4	전선	01	3	11	수7,8,9	S116-0	강석호	겸임교수	3	신소재화학공학과	이론	30	
2018	2학기	대학	신소재화학공학과	81210188801	01888	무기공업화학	4	전선	01	3	12	수5,목3,4	S116-0			3		이론	30	
2018	2학기	대학	신소재화학공학과	81210225701	02257	캡스톤디자인(1)	3	전필	01	2		금5,6,7,8	S127-0			3		복합	40	
2018	2학기	대학	신소재화학공학과	81210253901	02539	기능성신소재합성설계(2)	3	전필	01	3	2	화2,3,4,5	S127-0	심재호	부교수	4	신소재화학공학과	복합	20	
2018	2학기	대학	신소재화학공학과	81210253902	02539	기능성신소재합성설계(2)	3	전필	02	3		수5,6,7,8	S127-0	심재호	부교수	4	신소재화학공학과	복합	20	
2018	2학기	대학	신소재화학공학과	81210267201	02672	취업실무(2)	4	전필	01	1	16	목6	S116-0	송영선	조교수	1	신소재화학공학과	이론	30	
2018	2학기	대학	신소재화학공학과	81210289001	02890	일반화학실험(2)	1	기선	01	2	2	금5,6	S128-0	박영조	시간강사	2	신소재화학공학과	실험실습	30	
2018	2학기	대학	신소재화학공학과	81210289002	02890	일반화학실험(2)	1	기선	02	2		금7,8	S128-0	박영조	시간강사	2	신소재화학공학과	실험실습	30	
2018	2학기	대학	신소재화학공학과	81210323001	03230	신소재공정관리	2	기필	01	3		수5,목1,2	C401-0	신성환	부교수	3	산업경영공학과	이론	40	
2018	2학기	대학	신소재화학공학과	81210323101	03231	기기분석	3	전선	01	3	1	화6,7,금4	S115-0	한정화	교수	3	신소재화학공학과	이론	40	
2018	2학기	대학	신소재화학공학과	81210323401	03234	공학기초설계(2)	1	기필	01	3		수6,7,8,9	N127-0	신성환	부교수	4	산업경영공학과	복합	60	
2018	2학기	대학	신소재화학공학과	81210331701	03317	IPP(1)		전선	01	12						0		실험실습	5	
2018	2학기	대학	신소재화학공학과	81210331901	03319	IPP(3)		전선	01	18				김수종	부교수	0	신소재화학공학과	실험실습	5	
2018	2학기	대학	전기전자공학과	81400190601	01906	임베디드시스템	4	전선	01	2						3		복합	40	
2018	2학기	대학	전기전자공학과	81410016601	00166	대학수학(2)	1	기선	01	3	1	월5,6,화5	N311-0	한경희	조교수	3	전기전자공학과	이론	43	
2018	2학기	대학	전기전자공학과	81410016602	00166	대학수학(2)	1	기선	02	3		월3,목2,3	N311-0	한경희	조교수	3	전기전자공학과	이론	43	
2018	2학기	대학	전기전자공학과	81410031001	00310	송배전공학	3	전선	01	3	1	월8,9,10,금3	N312-2	이관용	겸임교수	3	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410032701	00327	신호 및 시스템	3	전선	01	3	6	수1,목1,2	S230-0	오진성	부교수	3	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410033501	00335	안테나공학	3	전선	01	3	1	화7,8,9	L203-0	최광제	교수	3	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410039501	00395	이동통신	4	전선	01	2	10	목2,3	N312-2	변미경	초빙교수	2	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410040601	00406	일반물리학(2)	1	기필	01	3		화6,7,목2	N311-0,N312-1			3		이론	43	
2018	2학기	대학	전기전자공학과	81410040602	00406	일반물리학(2)	1	기필	02	3		화2,3,목1	N311-0			3		이론	43	
2018	2학기	대학	전기전자공학과	81410043101	00431	전기기기(2)	3	전선	01	3		월7,금5,6	S230-0	한경희	조교수	3	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410043901	00439	전기전자실험(2)	2	전필	01	2		화6,7,8	N313-0	강상원	시간강사	3	전기전자공학과	복합	21	
2018	2학기	대학	전기전자공학과	81410043902	00439	전기전자실험(2)	2	전필	02	2	1	수1,2,3	N313-0	강상원	시간강사	3	전기전자공학과	복합	21	
2018	2학기	대학	전기전자공학과	81410043903	00439	전기전자실험(2)	2	전필	03	2		목6,7,8	N313-0	변미경	초빙교수	3	전기전자공학과	복합	21	
2018	2학기	대학	전기전자공학과	81410046501	00465	전자회로(2)	3	전선	01	3	1	수2,3,목3	N312-1	김동철	조교수	3	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410048101	00481	제어공학	3	전필	01	3		월5,6,금3	N311-0,N312-2	김유남	부교수	3	전기전자공학과	이론	35	
2018	2학기	대학	전기전자공학과	81410048102	00481	제어공학	3	전필	02	3	1	화5,6,금2	N312-2,N311-0	김유남	부교수	3	전기전자공학과	이론	35	
2018	2학기	대학	전기전자공학과	81410054501	00545	컴퓨터프로그래밍	2	기필	01	3	1	화6,7,8,9	N228-0	이화준	시간강사	4	전기전자공학과	복합	35	
2018	2학기	대학	전기전자공학과	81410054502	00545	컴퓨터프로그래밍	2	기필	02	3		목1,2,3,4	N228-0	이화준	시간강사	4	전기전자공학과	복합	35	
2018	2학기	대학	전기전자공학과	81410061401	00614	회로이론(2)	2	전필	01	3	1	금1,2,3	N312-1	김소정	시간강사	3	전기전자공학과	이론	35	
2018	2학기	대학	전기전자공학과	81410061402	00614	회로이론(2)	2	전필	02	3		금5,6,7	N312-1	김소정	시간강사	3	전기전자공학과	이론	35	
2018	2학기	대학	전기전자공학과	81410064101	00641	공업수학(2)	2	기필	01	3		월2,3,화5	N312-1	김동철	조교수	3	전기전자공학과	이론	35	
2018	2학기	대학	전기전자공학과	81410064102	00641	공업수학(2)	2	기필	02	3		화3,수5,6	N312-1	김동철	조교수	3	전기전자공학과	이론	35	
2018	2학기	대학	전기전자공학과	81410065801	00658	전기설비	4	전선	01	3	11	금1,2,3	N323-0	이관용	겸임교수	3	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410101901	01019	전자회로실험(2)	3	전선	01	2	1	월1,2,3	N313-0			3		복합	40	
2018	2학기	대학	전기전자공학과	81410116901	01169	일반물리학실험	1	기선	01	2		수8,9,10	N313-0	변미경	초빙교수	3	전기전자공학과	복합	30	
2018	2학기	대학	전기전자공학과	81410116902	01169	일반물리학실험	1	기선	02	2		수5,6,7	N313-0	변미경	초빙교수	3	전기전자공학과	복합	30	
2018	2학기	대학	전기전자공학과	81410116903	01169	일반물리학실험	1	기선	03	2		금5,6,7	N313-0	변미경	초빙교수	3	전기전자공학과	복합	28	
2018	2학기	대학	전기전자공학과	81410190601	01906	임베디드시스템	4	전선	01	2	28	수1,2,3	L201-3			3		복합	40	
2018	2학기	대학	전기전자공학과	81410225801	02258	캡스톤디자인(2)	4	전선	01	2	12	월10,11,12	L201-3	김동철	조교수	3	전기전자공학과	복합	15	
2018	2학기	대학	전기전자공학과	81410225802	02258	캡스톤디자인(2)	4	전선	02	2	11	월10,11,12	L203-0	최광제	교수	3	전기전자공학과	복합	15	
2018	2학기	대학	전기전자공학과	81410225803	02258	캡스톤디자인(2)	4	전선	03	2	15	월10,11,12	N323-0	김유남	부교수	3	전기전자공학과	복합	15	
2018	2학기	대학	전기전자공학과	81410225804	02258	캡스톤디자인(2)	4	전선	04	2	13	화10,11,12	S230-0	한경희	조교수	3	전기전자공학과	복합	15	
2018	2학기	대학	전기전자공학과	81410254201	02542	스마트그리드공학	4	전선	01	2	35	화2,3	N312-2	오진성	부교수	2	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410263501	02635	전기자동차시스템	4	전선	01	2	15	월2,3	N312-2	김유남	부교수	2	전기전자공학과	이론	40	
2018	2학기	대학	전기전자공학과	81410267201	02672	취업실무(2)	4	전필	01	1	11	목6	N325-0	강홍원	조교수	1	전기전자공학과	이론	20	
2018	2학기	대학	전기전자공학과	81410267202	02672	취업실무(2)	4	전필	02	1	20	목6	C403-0	유재인	조교수	1	전기전자공학과	이론	20	
2018	2학기	대학	전기전자공학과	81410267203	02672	취업실무(2)	4	전필	03	1	19	목6	N312-2	이동희	조교수	1	전기전자공학과	이론	20	
2018	2학기	대학	전기전자공학과	81410269801	02698	전자통신공학	3	전선	01	3	2	수5,6,7	N312-2	강상원	시간강사	3	전기전자공학과	이론	40	
